CNT: Country code 3-character,WEALTH: Wealth - mean (country),WEALTH: Wealth - median (country),WEALTH: Wealth Inequality (country),"ESCS: Index of economic, social and cultural status (country)",ST57Q01: Out-of-School Study Time - Homework - mean (country),ST69Q01: Min in <class period> - <test lang> - mean (country),ST69Q02: Min in <class period> - <Maths> - mean (country),ST69Q03: Min in <class period> - <Science> - mean (country),IC05Q01: Internet at School - mean (country),IC06Q01: Internet out-of-school - Weekday - mean (country),IC07Q01: Internet out-of-school - Weekend - mean (country),ATSCHL: Attitude towards School: Learning Outcomes - mean (country),ICTRES: ICT resources - mean (country),INSTMOT: Instrumental Motivation for Mathematics - mean (country),INTMAT: Mathematics Interest - mean (country),LMINS: Learning time (minutes per week) - <test language> - mean (country),MMINS: Learning time (minutes per week) - <Mathematics> - mean (country),SMINS: Learning time (minutes per week) - <Science> - mean (country),MATWKETH: Mathematics Work Ethic - mean (country),PERSEV: Perseverance - mean (country),PARED: Highest parental education in years - mean (country),OUTHOURS: Out-of-School Study Time - mean (country),OPENPS: Openness for Problem Solving - mean (country),TCHBEHSO: Teacher Behaviour: Student Orientation - mean (country),TCHBEHTD: Teacher Behaviour: Teacher-directed Instruction - mean (country),TEACHSUP: Teacher Support - mean (country),Math (country),Math.ChangeRel (country),Math.Quantity (country),Math.SpaceShape (country),Math.UncData (country),Mean.Employ (country),Math.Formulate (country),Math.Interpret (country),Reading (country),Science (country),WEALTH: Wealth - mean (country) - scaled,WEALTH: Wealth - median (country) - scaled,WEALTH: Wealth Inequality (country) - scaled,"ESCS: Index of economic, social and cultural status (country) - scaled",ST57Q01: Out-of-School Study Time - Homework - mean (country) - scaled,ST69Q01: Min in <class period> - <test lang> - mean (country) - scaled,ST69Q02: Min in <class period> - <Maths> - mean (country) - scaled,ST69Q03: Min in <class period> - <Science> - mean (country) - scaled,IC05Q01: Internet at School - mean (country) - scaled,IC06Q01: Internet out-of-school - Weekday - mean (country) - scaled,IC07Q01: Internet out-of-school - Weekend - mean (country) - scaled,ATSCHL: Attitude towards School: Learning Outcomes - mean (country) - scaled,ICTRES: ICT resources - mean (country) - scaled,INSTMOT: Instrumental Motivation for Mathematics - mean (country) - scaled,INTMAT: Mathematics Interest - mean (country) - scaled,LMINS: Learning time (minutes per week) - <test language> - mean (country) - scaled,MMINS: Learning time (minutes per week) - <Mathematics> - mean (country) - scaled,SMINS: Learning time (minutes per week) - <Science> - mean (country) - scaled,MATWKETH: Mathematics Work Ethic - mean (country) - scaled,PERSEV: Perseverance - mean (country) - scaled,PARED: Highest parental education in years - mean (country) - scaled,OUTHOURS: Out-of-School Study Time - mean (country) - scaled,OPENPS: Openness for Problem Solving - mean (country) - scaled,TCHBEHSO: Teacher Behaviour: Student Orientation - mean (country) - scaled,TCHBEHTD: Teacher Behaviour: Teacher-directed Instruction - mean (country) - scaled,TEACHSUP: Teacher Support - mean (country) - scaled,Math (country) - scaled,Math.ChangeRel (country) - scaled,Math.Quantity (country) - scaled,Math.SpaceShape (country) - scaled,Math.UncData (country) - scaled,Mean.Employ (country) - scaled,Math.Formulate (country) - scaled,Math.Interpret (country) - scaled,Reading (country) - scaled,Science (country) - scaled
Singapore,-0.38652496382055,-0.32,-0.0457694150797853,-0.284315999275231,9.21830985915493,38.3758480325645,38.3880597014925,38.3731343283582,3.19058781103498,5.3258204111071,6.01803101334295,-0.0528739403882964,0.204383140376266,0.402075983717775,0.832017900732303,222.454545454545,284.563093622795,296.225570032573,0.34306267281106,0.291001029810298,12.3018902217376,15.964236964237,-0.00107059620596208,0.0911861786397159,0.202555227955228,0.359310250817884,573.47,580.37,568.65,579.67,559.47,574.09,581.69,555.13,542.22,551.49,0.121353566475936,0.178571428571429,0.287179101000551,0.0930178235187716,0.0792509000075106,-0.5,-0.5,-0.5,-0.487126352611821,-0.473913029318129,-0.482487230163045,-0.103662580086555,0.31915973514582,0.363374050395499,0.41471399515042,-0.0480330935455197,0.10940486781807,0.384144672728423,0.154545951866571,0.145997461797647,-0.0200340859638851,0.0938401068180353,0.0405609770586634,-0.100335099145832,-0.107769302079674,0.256772208003432,0.339684356856652,0.34127331002331,0.402617296918768,0.252643234747821,0.351682307164111,0.342053669893396,0.333131565587535,0.387779837444745,0.352405090595341,0.361697502536109
Slovak Republic,-0.393878827080638,-0.33,-0.0485449119532907,-0.152423849643552,3.28527185134205,45,45,45,5.75801624625909,7.50555793073963,7.73129542539547,-0.262096615182386,-0.205312838276683,-0.350106171201062,-0.195102445472571,176.602608098833,178.650766609881,160.285215366705,-0.427558530096442,-0.489050348953141,14.1413373860182,7.2270756918973,-0.316158288948069,0.0330641236435383,-0.0586530203545634,-0.18275703994761,481.64,474.21,486.36,489.57,471.6,485.32,480.15,473.39,462.77,471.19,0.119089878398029,0.175324675324675,0.236615965497834,0.143346022852735,-0.462273729762067,-0.400149937463802,-0.400446127270212,-0.374980933179016,-0.46067408441654,-0.451250703582475,-0.464384146037391,-0.321299927649209,0.190670528922992,-0.309087252140523,-0.386759740000782,-0.231234779085907,-0.318423526598441,-0.246450868441999,-0.413888385290494,-0.422057365611713,0.229207570635239,-0.367228119380711,-0.192908327860089,-0.135565900871124,-0.302774761129511,-0.252892655653252,-0.0357756153405839,-0.0453817016317017,0.0424544817927172,-0.0691884554936419,-0.0505607690547035,-0.0205244455336356,-0.0634006326395127,-0.00073672703075256,-0.0760353753235549,-0.0262064634558717
Slovenia,0.236315250767656,0.23,-0.0441598497575971,-0.0220538316475227,3.4918601547905,45,45,45,6.12282185755371,7.91456606327187,8.36457452207748,-0.034073482428115,0.237231609489674,-0.20923670212766,-0.237968085106383,165.610315186246,156.494626696833,175.484949832776,-0.0568202623126339,0.0682954764453962,12.8928757150286,8.02557342472977,0.0686086073242448,-0.220823074894515,0.0981730029000791,-0.367620426428007,501.13,499.26,504.14,503.37,495.88,504.76,491.84,497.79,481.32,514.14,0.31307809524931,0.357142857142857,0.316501659517251,0.193093398046782,-0.443417849453812,-0.400149937463802,-0.400446127270212,-0.374980933179016,-0.456915484668748,-0.446998322071172,-0.457692648401881,-0.0841059913590479,0.32946170036377,-0.183147988570943,-0.420208288103152,-0.275154550107069,-0.407922322751896,-0.175942851857539,-0.14042022647091,-0.0161828357108981,0.0600433450350713,-0.325090642249972,0.0921909060917998,-0.289460142099727,-0.18569602853351,-0.426705712206788,0.043912012429471,0.0458551864801864,0.120273109243698,-0.0198956993856264,0.060585946440833,0.0588775885308173,-0.0177490529933222,0.115238366842531,0.0239969801553063,0.181271436162504
Spain,-0.0178642865681157,-0.11,-0.0438166400350167,-0.110380956172127,6.1687876758205,54.3106409851595,54.3965734441925,54.5143165128343,6.76379725832576,8.33002804882867,8.94607513925651,0.229267938237965,-0.0794798517278489,-0.0443862913390553,-0.163543916486681,205.768583900372,208.148691032452,184.056006099674,0.102687328271873,0.105455958705627,12.794524135708,12.1063842662632,0.0443601076374191,-0.147262941176471,-0.188213594912407,0.0029098434407054,484.32,481.77,490.84,476.9,486.79,481.34,476.57,495.08,487.94,496.45,0.234835793486963,0.246753246753247,0.322754147089598,0.159389002886917,-0.199087342412253,-0.259804714529527,-0.258964922884501,-0.195488691927754,-0.450311501876013,-0.442678841049871,-0.451548264313905,0.189826689950721,0.23013437870611,-0.0357694297503541,-0.362134259456408,-0.114701951131006,-0.199267900428604,-0.1361837245674,-0.0227624314565318,0.0108784475730911,0.0467168896548732,-0.109742412142895,0.0742235893808947,-0.244871517590893,-0.399498426939822,-0.0783241317453887,-0.0248180554419822,-0.0178467365967367,0.0620623249299719,-0.114444920702958,0.018974593728542,-0.0367806232896297,-0.0773811848322724,0.102357526498408,0.0596958584987057,0.0958166272160764
Sweden,0.400378331900258,0.43,-0.0399271498907952,0.28955589254766,3.60278514588859,61.5656836461126,59.0969148222669,64.8426395939086,10.6727195945946,12.2461993243243,12.5044341216216,-0.135516322451699,0.568149183147034,0.182723459180381,0.128271525314415,178.03839619436,181.49337860781,187.857731958763,-0.0121800519818064,-0.250111107470511,14.1195507117438,7.07342772472835,0.120331527093596,0.443348440065681,-0.0393966196258615,0.228696791093648,478.26,469.06,481.75,468.6,482.61,473.83,479.1,484.84,483.34,484.8,0.36358048122651,0.422077922077922,0.393611664198013,0.311999309865582,-0.433293421688898,-0.15044483465959,-0.188193384392992,-0.00063981805558444,-0.410037794311315,-0.401963136391607,-0.413949122258617,-0.189628734788667,0.433244355258795,0.16726984425291,-0.134427337887481,-0.225498079300713,-0.30694091488248,-0.118548406626777,-0.10749220908154,-0.248055250780632,0.22625551694574,-0.375336267264613,0.130515837230264,0.113128771122424,-0.28839886263455,0.133966253325603,-0.0495952244664323,-0.064138986013986,0.0222776610644257,-0.144092013144735,-0.000160219729915312,-0.0674549687538292,-0.0675010739250985,0.0536860116925707,0.0348899913718721,0.0395391526979373
Switzerland,0.0578923766816144,0.13,-0.0412403432087709,0.109549176639971,4.05181134654819,46.6172123221439,46.6356954652614,47.6616551917943,5.28738088877015,7.15860717784309,7.58010508504764,0.0567526265520535,0.215437415881561,-0.0530600945307225,0.0105825242718447,225.895487963096,221.421584186986,151.330601492756,-0.0235255132360886,-0.176905875186138,13.9488625940194,7.2984406779661,-0.0167058002439355,0.0955018908698001,-0.00658566805986247,-0.051781469475959,530.93,529.59,531.14,544.23,521.53,529.35,538.37,528.91,509.04,515.3,0.258155435062452,0.324675324675325,0.369688318323655,0.24331126508844,-0.392309570456389,-0.375772665883347,-0.375817983212395,-0.324767504272298,-0.46552305022516,-0.454857886055389,-0.465981687800967,0.010373029460921,0.322626586565045,-0.0435239303777174,-0.226261409328402,-0.0342847875028838,-0.145652606272394,-0.28798922984833,-0.115860976672526,-0.19474519105523,0.203127595660742,-0.363462121877195,0.0289758205987559,-0.0977191214091279,-0.263903791313521,-0.129746235634951,0.165753536675116,0.156322843822844,0.238445378151261,0.12605372196028,0.178004119935912,0.159314626475514,0.163959073690788,0.263154142307144,0.173479292493529,0.186875030191778
Thailand,-1.06041976056978,-1.09,-0.0756987014987862,-1.1001229881567,5.94076328728635,53.3613827609734,53.3613827609734,53.3613827609734,97,97,97,0.00927446954141,-1.26214654126214,0.388963400772903,0.762308566234947,137.663827773835,212.221565381887,283.040134583033,0.260538482507951,0.246069736243747,10.758872810358,15.1986111111111,-0.278383625198999,0.879750695870408,0.555556135948905,0.604204519516092,426.74,413.65,418.52,432.16,432.93,425.68,415.69,431.86,441.22,444,-0.0860867357450725,-0.0714285714285714,-0.258063294748329,-0.218282711570883,-0.219899752920459,-0.274113488469789,-0.274551458284937,-0.217239351878639,0.47939395869239,0.479206371839234,0.478867145084785,-0.0390146392950065,-0.140774568616421,0.351651218965562,0.360319005409504,-0.386814905026602,-0.18281569564071,0.322980518616074,0.093673524223282,0.113277260401828,-0.229110064465248,0.0534373097276126,-0.164918581855464,0.377654885137792,0.155764122127803,0.487027761497752,-0.26024204759179,-0.265952797202797,-0.254464285714286,-0.274253464780683,-0.227580682078279,-0.264122043867173,-0.315128675752724,-0.198132040496221,-0.192245470232959,-0.15755277522825
Tunisia,-1.73793024323084,-1.64,-0.0801758615127987,-1.22476607513252,3.54337899543379,72.4328564836179,71.6883656509695,71.6444153577662,97,97,97,0.171514930808449,-1.56140480591497,0.400877622377622,0.5960899895361,306.565175097276,276.373546511628,179.329286061195,0.404056478523252,0.129563426925846,11.8202142524453,12.0586419753086,0.252175877034358,0.593755751587862,0.198489876977153,-0.0946153846153846,387.82,379.12,377.83,382.36,399.39,390.29,372.66,385.3,404.08,398.05,-0.29464002916575,-0.25,-0.339626798067988,-0.265844769998453,-0.438715583756411,0.0133629844772422,0.00139206809014825,0.1276790133283,0.47939395869239,0.479206371839234,0.478867145084785,0.129750929218302,-0.234628203712595,0.362302698699055,0.230616751909632,0.288031422177541,0.0763235363962633,-0.158109874370027,0.199536893447059,0.0284341677114518,-0.085300280536722,-0.112261817784952,0.228208033552666,0.204298468591321,-0.110804296720188,-0.170019725460519,-0.419371984626707,-0.391717657342657,-0.432554271708684,-0.452136019431347,-0.381116960402838,-0.408671322958788,-0.483168664818214,-0.419435334379011,-0.392525884383089,-0.37952272837061
Turkey,-1.5432502596054,-1.47,-0.0639883967995823,-1.45632542655015,4.2325208466966,42.2090805036246,42.3490823896915,42.2984293193717,4.36881188118812,5.69760726072607,6.16068481848185,0.0853120100344936,-1.40935254803676,0.0468932955618508,0.436750471401634,198.227535037098,170.780631578947,166.698890649762,0.257239303638645,0.452682253521127,8.75965754854876,11.3439974659487,0.20916600877193,0.317881010671689,0.382846390458255,0.181199372056515,447.98,448.17,441.66,442.86,447.29,448.19,449.32,446.37,475.49,463.41,-0.234713057130277,-0.194805194805195,-0.0447286198163605,-0.354204579345213,-0.375815719408267,-0.442219244994267,-0.440360146828643,-0.425947387333714,-0.474987085682223,-0.470047630565109,-0.480979889079493,0.0400810354180197,-0.186941443438802,0.0458357898110655,0.10628230636166,-0.144832256242795,-0.350214606344189,-0.216699327437479,0.0912399465502815,0.263738167257309,-0.5,-0.149974281366963,0.196339178376228,0.037076433877079,0.0268273698632218,0.0893080236002504,-0.173399296753618,-0.140224358974359,-0.153186274509804,-0.236033719102729,-0.161844815747311,-0.172180696810031,-0.18379739914867,-0.12916488426256,-0.00744176013805004,-0.0637891889280711
United Arab Emirates,0.577769695907458,0.37,-0.0717386890250674,0.292867304821287,6.0612676056338,47.2198187664426,48.0538314458009,48.7118900135972,97,97,97,-0.0160170657858519,0.192248946629213,0.352907254849854,0.714705648369133,268.23877834336,296.731889702446,297.135955606333,0.674678409703504,0.397947909004223,14.0298968162977,15.3755017301038,0.3639761032928,0.892992304598472,0.551379145459416,0.384344809180678,434.01,442.36,431.29,424.62,431.92,440.01,425.99,427.65,441.7,448.37,0.41818561891055,0.402597402597403,-0.185921023858931,0.313262898467704,-0.208900993719387,-0.366689195056631,-0.354465562811378,-0.304954309940237,0.47939395869239,0.479206371839234,0.478867145084785,-0.0653233683552275,0.315354198836093,0.319416523296056,0.323173905006245,0.13489807839894,0.15856020823566,0.388367738682382,0.399156106479634,0.223879115053334,0.214107581492387,0.0627719942307318,0.311048213336144,0.385681313171917,0.152645782821444,0.280310309254035,-0.230517622045956,-0.161385489510489,-0.198573179271709,-0.301185883697671,-0.232204165712978,-0.205591635012049,-0.274905299332214,-0.218142497266981,-0.189657031924073,-0.136442683928313
United Kingdom,0.32740746649649,0.22,-0.0463213984081814,0.237421363305571,5.07307221542228,56.7598435133771,56.8879657603223,57.1493282149712,97,97,97,0.145784515038048,0.288385345997286,0.328637670740475,0.127057272945123,230.741038397755,230.146636143965,284.280248994942,0.247365762304922,0.0915364162546726,14.2422323539345,8.75163954335681,-0.0402461974207545,-0.107512344786016,0.0953998313253012,0.319052707407852,493.93,496.06,494.15,475.37,502.33,491.66,488.61,501.12,499.32,514.13,0.341118372236048,0.353896103896104,0.27712324105873,0.29210550278756,-0.299096293685377,-0.222886324551675,-0.221452824716291,-0.145777905503754,0.47939395869239,0.479206371839234,0.478867145084785,0.102985668495651,0.345504579331744,0.297719177732252,-0.135374832877165,-0.0149243622254602,-0.110408125528429,0.328733119605039,0.0839569131971214,0.000741854651316598,0.242878650421754,-0.286775449593727,0.0115331838567312,-0.220776612825632,-0.187766344457539,0.218921085600801,0.014473791806362,0.0342001748251748,0.0765493697478991,-0.11990998714102,0.0901121538109406,0.00537107380631474,-0.0303627914242199,0.131066115309663,0.121063416738568,0.181223129317424
United States of America,0.536442463533225,0.57,-0.0539220715036543,0.188905391658189,6.08398376522011,65.34144,65.5068712048578,65.5405144694534,97,97,97,0.10057267351385,-0.0216338542723767,0.140712093308778,0.0910211591536338,258.757082383588,254.948684637869,254.602354480052,0.282242848278002,0.377949312929419,13.6945984801807,10.5355056870581,0.185909436929852,0.284158300214002,0.274767430491904,0.163284403669725,481.37,,,,,,,,497.58,497.41,0.405464147228289,0.467532467532467,0.138656551614083,0.273592486669701,-0.206827627613598,-0.0935304537832928,-0.0916807189564948,0.0125259332998069,0.47939395869239,0.479206371839234,0.478867145084785,0.055955463583906,0.248276090325197,0.129711099166244,-0.163494223976286,0.0970139063925162,-0.0102212928465872,0.191064301553069,0.109683344253363,0.209315588404986,0.168675282934679,-0.192639153717377,0.179106846591035,0.0166353444171086,-0.0538591602836798,0.072463934174797,-0.0368795486139504,,,,,,,,0.111680327868852,0.100454084343752
Uruguay,-0.723930131004367,-0.73,-0.0508396646025429,-0.878796436694466,4.68489162083468,43.3884225759769,43.4476878612717,43.3419298753984,14.9809971777987,16.9922859830668,17.8521166509878,0.021142684401451,-0.570048113933795,0.196836586076318,0.266934264107039,139.161391304348,156.538775510204,154.197560015742,0.0649919254658385,0.259285795454546,11.4457483647557,9.47159800249688,0.0327100749625187,0.231636269276394,0.0989277172312224,0.324651972157773,409.29,401.39,410.98,412.66,406.87,407.72,405.99,409.25,411.35,415.84,0.0174925036080092,0.0454545454545455,0.194810878179245,-0.133827595546189,-0.334526599793473,-0.424442270635158,-0.423818795219248,-0.406261238224053,-0.365649521389238,-0.352618955791275,-0.357443222745753,-0.0266690997640495,0.0762819371561566,0.1798871758836,-0.0262272193745402,-0.380831381127374,-0.407743985475464,-0.274690079160079,-0.0505677412858911,0.122901557516619,-0.13603970920855,-0.248782563878845,0.0655913098804829,-0.0152009913472444,-0.185132595274613,0.224185650635367,-0.331588846185297,-0.310606060606061,-0.287464985994398,-0.343906272324618,-0.346875715266651,-0.337479067107789,-0.353008942867185,-0.305599125433718,-0.353321829163071,-0.293584850973383
Vietnam,-2.13778136345301,-2.04,-0.0814411077434093,-1.83840290381125,5.79638854296389,49.3235969806367,49.792131147541,46.0695006747638,97,97,97,0.143382888349515,-2.28445667686035,0.368930317848411,0.691956588199327,193.068267581475,226.802486187845,237.755484643,-0.00204967880085654,0.449540851976709,9.69536155560057,17.3515337423313,-0.613145702885206,0.298133515316955,0.296951301452785,0.226764261998189,511.34,509.41,508.97,506.91,519.45,523.09,497.08,496.61,508.22,528.42,-0.417723391171823,-0.37987012987013,-0.362676658874306,-0.5,-0.233077231282193,-0.334977605817398,-0.328292539544315,-0.35480427909418,0.47939395869239,0.479206371839234,0.478867145084785,0.100487451403061,-0.461392355172329,0.333741364352394,0.305422553577134,-0.165446139723687,-0.123916678751327,0.112915608855923,-0.100019728513213,0.26145051241723,-0.373213853959632,0.167049063909416,-0.412965939435138,0.0251064494458765,-0.0372977539413411,0.132149242421737,0.0856570447297408,0.0828234265734266,0.141412815126051,-0.00725103586226583,0.168482490272374,0.133745864477393,0.00271410161284025,0.109629735253577,0.16905737704918,0.25025361093667
